"id","has_settlement","allegation_count","complaint_category"
"30371","0","10","Operation/Personnel Violations"
"30558","0","18","Illegal Search"
"30564","0","5","Operation/Personnel Violations"
"30607","0","38","Operation/Personnel Violations"
"30742","0","11","Operation/Personnel Violations"
"30775","0","10","Operation/Personnel Violations"
"31344","0","20","Use Of Force"
"31581","1","11","Operation/Personnel Violations"
"31592","0","1","Conduct Unbecoming (Off-Duty)"
"31761","0","13","Illegal Search"
"31849","1","7","Operation/Personnel Violations"
"31959","0","11","Illegal Search"
"32273","1","19","Operation/Personnel Violations"
"1225","0","3","Illegal Search"
"1355","0","8","Operation/Personnel Violations"
"1910","0","12","Use Of Force"
"2143","0","3","Verbal Abuse"
"2510","1","10","Operation/Personnel Violations"
"2539","0","22","Conduct Unbecoming (Off-Duty)"
"2588","0","16","Operation/Personnel Violations"
"2682","0","2","Domestic"
"2990","0","10","Use Of Force"
"3087","0","2","Criminal Misconduct"
"3181","0","2","Operation/Personnel Violations"
"3814","0","20","Operation/Personnel Violations"
"3927","0","40","Use Of Force"
"4182","0","5","Operation/Personnel Violations"
"4287","0","5","Operation/Personnel Violations"
"4503","0","1","Bribery / Official Corruption"
"5428","0","3","Operation/Personnel Violations"
"5481","0","14","Use Of Force"
"5722","0","11","Operation/Personnel Violations"
"6239","0","1","Operation/Personnel Violations"
"6315","0","37","Operation/Personnel Violations"
"7194","0","5","Operation/Personnel Violations"
"7203","0","3","Conduct Unbecoming (Off-Duty)"
"7320","0","9","Operation/Personnel Violations"
"7447","0","9","Use Of Force"
"7849","0","3","Criminal Misconduct"
"7850","0","6","Operation/Personnel Violations"
"7866","0","12","Illegal Search"
"7971","0","11","Operation/Personnel Violations"
"8064","0","3","Lockup Procedures"
"8215","0","2","Operation/Personnel Violations"
"9232","0","30","Operation/Personnel Violations"
"9425","0","50","Illegal Search"
"9777","0","8","Conduct Unbecoming (Off-Duty)"
"10090","0","13","Operation/Personnel Violations"
"10099","0","14","Operation/Personnel Violations"
"10101","0","9","Operation/Personnel Violations"
"10352","0","34","Use Of Force"
"10445","0","5","Operation/Personnel Violations"
"11475","0","1","Verbal Abuse"
"11499","0","9","Operation/Personnel Violations"
"12082","0","30","Use Of Force"
"12183","1","9","Illegal Search"
"12351","0","1","Use Of Force"
"12721","0","2","Operation/Personnel Violations"
"12739","0","9","Lockup Procedures"
"12857","0","8","Operation/Personnel Violations"
"13461","0","10","Operation/Personnel Violations"
"13805","0","6","Operation/Personnel Violations"
"13944","0","7","Illegal Search"
"14082","0","5","Use Of Force"
"14625","0","1","Operation/Personnel Violations"
"15178","0","3","Use Of Force"
"15180","0","10","Use Of Force"
"15267","0","12","Operation/Personnel Violations"
"15980","0","1","Operation/Personnel Violations"
"16020","0","3","Lockup Procedures"
"16083","0","4","Operation/Personnel Violations"
"16557","0","5","Operation/Personnel Violations"
"16769","0","14","Operation/Personnel Violations"
"17070","0","3","Operation/Personnel Violations"
"17076","0","6","Operation/Personnel Violations"
"17616","0","4","False Arrest"
"17798","0","1","Use Of Force"
"18069","0","11","Operation/Personnel Violations"
"18278","0","2","Supervisory Responsibilities"
"18434","0","26","Operation/Personnel Violations"
"18455","0","5","Use Of Force"
"18557","0","17","Use Of Force"
"18658","0","6","Use Of Force"
"18711","0","16","False Arrest"
"19139","0","5","Operation/Personnel Violations"
"19354","0","27","Use Of Force"
"19475","0","1","Operation/Personnel Violations"
"19804","0","5","Operation/Personnel Violations"
"19852","0","3","Operation/Personnel Violations"
"20055","0","3","Operation/Personnel Violations"
"20753","0","5","Operation/Personnel Violations"
"21102","0","7","Illegal Search"
"21808","0","13","Operation/Personnel Violations"
"22045","0","9","Operation/Personnel Violations"
"22097","0","3","Bribery / Official Corruption"
"22514","0","8","Operation/Personnel Violations"
"22753","1","9","Operation/Personnel Violations"
"23331","0","22","Illegal Search"
"23421","0","12","Illegal Search"
"23427","0","1","Operation/Personnel Violations"
"23516","0","3","Conduct Unbecoming (Off-Duty)"
"23639","0","35","Illegal Search"
"23647","0","11","Operation/Personnel Violations"
"23778","0","6","Operation/Personnel Violations"
"23932","0","4","Use Of Force"
"23993","0","3","Operation/Personnel Violations"
"24067","0","8","Operation/Personnel Violations"
"24250","0","10","Operation/Personnel Violations"
"24790","1","31","Use Of Force"
"25026","0","2","Illegal Search"
"25106","0","3","Conduct Unbecoming (Off-Duty)"
"25178","0","41","Use Of Force"
"25461","0","3","Lockup Procedures"
"25941","0","6","Operation/Personnel Violations"
"26205","0","3","Illegal Search"
"26577","0","12","Operation/Personnel Violations"
"26684","0","1","Criminal Misconduct"
"26882","0","16","Operation/Personnel Violations"
"27082","0","2","Illegal Search"
"27161","0","34","Operation/Personnel Violations"
"27293","0","1","Operation/Personnel Violations"
"28166","0","5","Operation/Personnel Violations"
"28832","0","6","Operation/Personnel Violations"
"29231","0","6","Operation/Personnel Violations"
"29395","1","9","Operation/Personnel Violations"
"29395","1","9","Operation/Personnel Violations"
"29665","0","7","Criminal Misconduct"
"29909","0","7","Operation/Personnel Violations"
"30347","0","5","Operation/Personnel Violations"
"30370","0","8","Operation/Personnel Violations"
"31258","0","13","Operation/Personnel Violations"
"31288","0","14","Illegal Search"
"31700","0","6","Operation/Personnel Violations"
"32285","0","5","False Arrest"
"186","0","6","Operation/Personnel Violations"
"910","1","62","Use Of Force"
"1096","0","16","Use Of Force"
"1113","0","16","Operation/Personnel Violations"
"1327","0","2","Operation/Personnel Violations"
"1345","0","20","Use Of Force"
"1707","0","2","Operation/Personnel Violations"
"1758","0","12","Use Of Force"
"2671","1","40","Use Of Force"
"2671","1","40","Use Of Force"
"2671","1","40","Use Of Force"
"2671","1","40","Use Of Force"
"2817","0","5","Use Of Force"
"3672","0","4","Operation/Personnel Violations"
"4045","0","9","Use Of Force"
"4047","1","15","Use Of Force"
"4118","0","59","Illegal Search"
"4346","0","7","Use Of Force"
"4433","0","3","Operation/Personnel Violations"
"4468","0","4","Operation/Personnel Violations"
"4475","0","19","Use Of Force"
"4977","0","2","Conduct Unbecoming (Off-Duty)"
"5247","0","4","Operation/Personnel Violations"
"5410","0","21","Use Of Force"
"5458","0","1","Lockup Procedures"
"5561","0","4","False Arrest"
"5659","0","1","Operation/Personnel Violations"
"5813","0","7","Operation/Personnel Violations"
"5925","0","4","Illegal Search"
"6584","0","19","Operation/Personnel Violations"
"6955","0","18","Operation/Personnel Violations"
"7097","0","2","Operation/Personnel Violations"
"7322","1","11","Operation/Personnel Violations"
"7487","0","8","Use Of Force"
"7976","0","6","Operation/Personnel Violations"
"8668","0","34","Use Of Force"
"8748","0","31","Operation/Personnel Violations"
"9141","0","15","Operation/Personnel Violations"
"9636","0","7","Operation/Personnel Violations"
"9658","0","14","Operation/Personnel Violations"
"9773","0","49","Operation/Personnel Violations"
"10063","0","11","Lockup Procedures"
"10419","0","8","Operation/Personnel Violations"
"10482","0","45","Operation/Personnel Violations"
"10612","0","19","Use Of Force"
"10736","0","1","Conduct Unbecoming (Off-Duty)"
"11029","0","7","Conduct Unbecoming (Off-Duty)"
"11096","0","9","Illegal Search"
"11855","1","43","Use Of Force"
"11928","0","20","Operation/Personnel Violations"
"12778","0","4","False Arrest"
"12847","0","12","Operation/Personnel Violations"
"13750","0","17","Operation/Personnel Violations"
"13792","0","4","Lockup Procedures"
"14437","0","8","Operation/Personnel Violations"
"14480","0","7","Illegal Search"
"15062","0","2","Lockup Procedures"
"15132","0","2","Operation/Personnel Violations"
"15310","0","32","Illegal Search"
"15637","0","4","Use Of Force"
"15762","0","21","Domestic"
"15874","0","21","Use Of Force"
"16733","0","22","Operation/Personnel Violations"
"17095","0","7","Operation/Personnel Violations"
"17379","1","3","Lockup Procedures"
"17599","0","13","Use Of Force"
"17711","0","37","Use Of Force"
"18160","0","5","Verbal Abuse"
"18191","0","36","Use Of Force"
"18238","0","20","Operation/Personnel Violations"
"18506","0","30","Operation/Personnel Violations"
"19294","0","7","Operation/Personnel Violations"
"20530","0","6","Criminal Misconduct"
"20591","0","2","Lockup Procedures"
"21004","0","12","Operation/Personnel Violations"
"21127","0","9","Operation/Personnel Violations"
"21432","0","4","Conduct Unbecoming (Off-Duty)"
"22255","0","56","Use Of Force"
"22335","0","7","Operation/Personnel Violations"
"22627","0","10","Operation/Personnel Violations"
"22921","0","4","Illegal Search"
"22944","0","3","Conduct Unbecoming (Off-Duty)"
"23536","0","9","Operation/Personnel Violations"
"24426","0","62","Operation/Personnel Violations"
"24438","0","4","Operation/Personnel Violations"
"24467","0","26","Operation/Personnel Violations"
"24867","0","22","Operation/Personnel Violations"
"24905","0","13","Illegal Search"
"24907","0","25","Operation/Personnel Violations"
"25482","0","6","Illegal Search"
"25542","0","14","Illegal Search"
"26186","0","15","Use Of Force"
"26196","0","6","Use Of Force"
"26532","0","12","Lockup Procedures"
"26826","0","9","Operation/Personnel Violations"
"26876","0","6","Operation/Personnel Violations"
"26933","0","31","Operation/Personnel Violations"
"27215","0","10","Operation/Personnel Violations"
"27467","0","1","Lockup Procedures"
"27551","0","12","Operation/Personnel Violations"
"27656","0","1","False Arrest"
"27712","0","14","Operation/Personnel Violations"
"27828","0","1","Criminal Misconduct"
"28142","0","1","Criminal Misconduct"
"28522","0","2","Operation/Personnel Violations"
"29152","0","21","Operation/Personnel Violations"
"29428","0","15","Operation/Personnel Violations"
"29606","0","6","Illegal Search"
"30113","0","2","Lockup Procedures"
"30174","0","2","Traffic"
"30223","0","16","Operation/Personnel Violations"
"30353","0","2","Illegal Search"
"30688","0","1","Criminal Misconduct"
"31264","0","6","Operation/Personnel Violations"
"31490","0","7","Lockup Procedures"
"31774","0","3","Operation/Personnel Violations"
"31913","1","8","Illegal Search"
"31999","0","36","Illegal Search"
"32112","0","7","Illegal Search"
"32274","0","48","Illegal Search"
"32370","0","6","Operation/Personnel Violations"
"331","0","4","Operation/Personnel Violations"
"772","0","2","Domestic"
"1154","0","1","Lockup Procedures"
"1166","0","2","Operation/Personnel Violations"
"1186","0","2","Operation/Personnel Violations"
"1468","0","6","Illegal Search"
"1619","0","12","Criminal Misconduct"
"1655","0","18","Operation/Personnel Violations"
"1818","0","1","Drug / Alcohol Abuse"
"1982","0","5","Operation/Personnel Violations"
"2829","0","28","Use Of Force"
"2965","0","12","Illegal Search"
"3027","0","16","Operation/Personnel Violations"
"3109","0","44","Operation/Personnel Violations"
"3411","0","31","Operation/Personnel Violations"
"3875","0","27","Use Of Force"
"4908","0","11","False Arrest"
"4964","1","15","Use Of Force"
"4974","0","6","Illegal Search"
"5294","0","10","Operation/Personnel Violations"
"5767","0","5","Use Of Force"
"6010","0","10","Operation/Personnel Violations"
"6897","0","3","Operation/Personnel Violations"
"8080","0","1","Bribery / Official Corruption"
"8963","0","3","Criminal Misconduct"
"9851","0","2","Operation/Personnel Violations"
"10047","0","7","Operation/Personnel Violations"
"10609","1","23","Use Of Force"
"10686","0","5","Operation/Personnel Violations"
"11189","0","47","Operation/Personnel Violations"
"11683","0","8","Use Of Force"
"11884","0","11","Conduct Unbecoming (Off-Duty)"
"11923","0","7","Operation/Personnel Violations"
"12132","0","6","Operation/Personnel Violations"
"12194","0","9","Operation/Personnel Violations"
"12213","1","26","Illegal Search"
"12324","0","6","Operation/Personnel Violations"
"12359","0","6","Operation/Personnel Violations"
"12377","0","1","Operation/Personnel Violations"
"12530","0","6","Domestic"
"12534","0","6","Operation/Personnel Violations"
"13032","0","2","Operation/Personnel Violations"
"13053","0","19","Criminal Misconduct"
"13381","0","10","Operation/Personnel Violations"
"13454","0","4","Use Of Force"
"13756","0","2","Lockup Procedures"
"14092","0","5","Operation/Personnel Violations"
"14097","0","16","Operation/Personnel Violations"
"14465","0","22","Operation/Personnel Violations"
"14568","0","9","Operation/Personnel Violations"
"15251","0","14","Illegal Search"
"15631","1","21","Use Of Force"
"16062","0","11","Operation/Personnel Violations"
"16128","0","8","Use Of Force"
"16236","0","11","Operation/Personnel Violations"
"16331","0","1","Operation/Personnel Violations"
"16569","1","28","Operation/Personnel Violations"
"17347","0","2","Illegal Search"
"17512","0","2","Operation/Personnel Violations"
"18352","0","3","Traffic"
"18745","0","4","Conduct Unbecoming (Off-Duty)"
"18888","0","2","Illegal Search"
"18936","0","5","Operation/Personnel Violations"
"19358","0","21","Operation/Personnel Violations"
"19783","0","17","Lockup Procedures"
"20033","0","28","Use Of Force"
"20800","0","1","Operation/Personnel Violations"
"20853","0","3","Lockup Procedures"
"20943","0","2","Lockup Procedures"
"21479","0","6","Operation/Personnel Violations"
"21638","0","9","Operation/Personnel Violations"
"21777","0","1","Operation/Personnel Violations"
"22044","0","51","Illegal Search"
"22575","1","11","Operation/Personnel Violations"
"22668","0","29","Operation/Personnel Violations"
"22929","1","20","Use Of Force"
"22929","1","20","Use Of Force"
"22986","0","4","Operation/Personnel Violations"
"22987","0","3","Operation/Personnel Violations"
"23839","0","1","Operation/Personnel Violations"
"24056","0","2","Illegal Search"
"24469","0","10","Operation/Personnel Violations"
"24682","0","8","Operation/Personnel Violations"
"24951","1","24","Illegal Search"
"25330","0","4","Operation/Personnel Violations"
"26770","0","10","Illegal Search"
"26777","0","9","Operation/Personnel Violations"
"26786","0","15","Operation/Personnel Violations"
"27061","0","5","Use Of Force"
"27635","0","3","Operation/Personnel Violations"
"27968","0","1","Operation/Personnel Violations"
"28346","0","2","Illegal Search"
"28765","0","10","Operation/Personnel Violations"
"28970","0","73","Operation/Personnel Violations"
"29169","0","4","Operation/Personnel Violations"
"29436","0","12","Use Of Force"
"30147","0","5","Illegal Search"
"31411","1","55","Use Of Force"
"32045","1","17","Illegal Search"
"32339","0","19","Illegal Search"
"171","0","2","Operation/Personnel Violations"
"747","0","7","Use Of Force"
"792","0","9","False Arrest"
"906","0","7","Illegal Search"
"1510","0","4","Operation/Personnel Violations"
"1518","0","9","Operation/Personnel Violations"
"2025","0","1","Use Of Force"
"2054","0","5","Conduct Unbecoming (Off-Duty)"
"2117","0","77","Illegal Search"
"2690","0","1","Supervisory Responsibilities"
"3482","0","33","Operation/Personnel Violations"
"3633","0","8","Operation/Personnel Violations"
"3683","0","20","Operation/Personnel Violations"
"3957","0","4","Operation/Personnel Violations"
"4323","0","39","Use Of Force"
"4881","0","47","Illegal Search"
"4992","0","2","Conduct Unbecoming (Off-Duty)"
"5055","0","1","Supervisory Responsibilities"
"5253","0","2","Lockup Procedures"
"5300","0","11","Use Of Force"
"5437","0","16","Operation/Personnel Violations"
"5675","0","19","Operation/Personnel Violations"
"5863","0","1","Conduct Unbecoming (Off-Duty)"
"6242","0","6","Conduct Unbecoming (Off-Duty)"
"6343","0","61","Operation/Personnel Violations"
"6431","0","3","Operation/Personnel Violations"
"6910","0","3","Conduct Unbecoming (Off-Duty)"
"7004","0","5","Domestic"
"7663","0","5","Operation/Personnel Violations"
"8040","0","12","Use Of Force"
"8045","0","3","Criminal Misconduct"
"8241","0","8","Operation/Personnel Violations"
"9268","0","18","Operation/Personnel Violations"
"9496","0","2","Operation/Personnel Violations"
"9651","0","3","Operation/Personnel Violations"
"9762","0","4","Operation/Personnel Violations"
"10375","0","1","Operation/Personnel Violations"
"10500","0","16","Operation/Personnel Violations"
"11049","0","1","Illegal Search"
"11477","0","6","Operation/Personnel Violations"
"11543","0","15","Illegal Search"
"12304","0","13","Operation/Personnel Violations"
"12823","0","2","Illegal Search"
"12941","0","5","Operation/Personnel Violations"
"13108","0","23","Operation/Personnel Violations"
"13263","0","5","Use Of Force"
"13497","0","17","Operation/Personnel Violations"
"13735","0","2","Drug / Alcohol Abuse"
"13931","0","3","Criminal Misconduct"
"13985","0","7","Use Of Force"
"14195","0","3","Illegal Search"
"14595","0","2","Operation/Personnel Violations"
"15360","0","43","Operation/Personnel Violations"
"15963","0","7","Operation/Personnel Violations"
"16218","0","9","Use Of Force"
"17589","0","1","Traffic"
"19428","0","2","Operation/Personnel Violations"
"19861","0","11","Operation/Personnel Violations"
"20182","0","5","Operation/Personnel Violations"
"20554","0","24","Conduct Unbecoming (Off-Duty)"
"20696","0","7","Use Of Force"
"21072","0","1","Use Of Force"
"21325","1","34","Illegal Search"
"21329","0","4","Domestic"
"21939","0","3","Operation/Personnel Violations"
"22247","0","3","Domestic"
"22807","0","14","Conduct Unbecoming (Off-Duty)"
"23015","0","2","Operation/Personnel Violations"
"23411","0","5","Lockup Procedures"
"23491","0","17","Operation/Personnel Violations"
"24235","0","1","Operation/Personnel Violations"
"24408","0","5","Operation/Personnel Violations"
"25485","0","4","Operation/Personnel Violations"
"25584","0","44","Illegal Search"
"25636","0","4","Operation/Personnel Violations"
"25991","0","2","Criminal Misconduct"
"26323","0","3","Conduct Unbecoming (Off-Duty)"
"26568","0","11","Operation/Personnel Violations"
"27045","0","15","Illegal Search"
"27710","0","6","Operation/Personnel Violations"
"27849","0","32","Illegal Search"
"28413","0","3","Operation/Personnel Violations"
"28418","0","28","Operation/Personnel Violations"
"28777","0","3","Operation/Personnel Violations"
"28912","0","18","Operation/Personnel Violations"
"28978","0","1","Bribery / Official Corruption"
"29069","0","1","Use Of Force"
"29371","0","16","Use Of Force"
"29421","0","8","Operation/Personnel Violations"
"29891","0","5","Operation/Personnel Violations"
"30109","0","19","Operation/Personnel Violations"
"30240","0","26","Use Of Force"
"30663","0","10","Operation/Personnel Violations"
"30937","0","7","Operation/Personnel Violations"
"30970","0","18","Operation/Personnel Violations"
"31396","0","2","Operation/Personnel Violations"
"31504","0","1","Domestic"
"31791","0","3","Operation/Personnel Violations"
"32238","0","26","Use Of Force"
"11","0","7","Operation/Personnel Violations"
"49","1","7","Illegal Search"
"437","0","7","Operation/Personnel Violations"
"514","0","1","Drug / Alcohol Abuse"
"591","0","21","Use Of Force"
"775","0","1","Use Of Force"
"1091","1","46","Use Of Force"
"1341","0","1","Use Of Force"
"1423","0","18","Operation/Personnel Violations"
"1703","0","13","Operation/Personnel Violations"
"1889","0","8","Use Of Force"
"2578","0","6","Operation/Personnel Violations"
"2592","0","3","Operation/Personnel Violations"
"2734","0","16","Operation/Personnel Violations"
"3637","0","24","Operation/Personnel Violations"
"4100","0","1","Operation/Personnel Violations"
"4163","0","11","Operation/Personnel Violations"
"4240","0","2","Operation/Personnel Violations"
"4330","0","2","False Arrest"
"4429","0","23","Operation/Personnel Violations"
"4483","0","8","Operation/Personnel Violations"
"4604","0","14","Illegal Search"
"4813","0","2","Lockup Procedures"
"5162","0","21","Operation/Personnel Violations"
"5997","0","2","Lockup Procedures"
"6181","0","2","Operation/Personnel Violations"
"6389","0","6","Operation/Personnel Violations"
"6574","0","1","Supervisory Responsibilities"
"7246","0","8","Operation/Personnel Violations"
"7569","0","21","Use Of Force"
"7774","0","2","Illegal Search"
"8123","0","7","Operation/Personnel Violations"
"8370","0","3","Criminal Misconduct"
"8482","0","2","Lockup Procedures"
"8563","0","7","Use Of Force"
"8742","0","7","Operation/Personnel Violations"
"8930","0","8","Operation/Personnel Violations"
"9048","0","6","Use Of Force"
"9551","0","16","Illegal Search"
"9699","1","27","Use Of Force"
"9996","0","2","Operation/Personnel Violations"
"10351","0","50","Operation/Personnel Violations"
"10468","0","5","Illegal Search"
"10498","0","12","Operation/Personnel Violations"
"10975","0","1","Illegal Search"
"11110","0","6","Operation/Personnel Violations"
"11225","0","8","Operation/Personnel Violations"
"11376","0","2","Operation/Personnel Violations"
"11802","0","4","Conduct Unbecoming (Off-Duty)"
"12356","0","1","Operation/Personnel Violations"
"12565","0","5","Operation/Personnel Violations"
"13265","0","1","False Arrest"
"13325","0","1","Illegal Search"
"13403","0","4","Operation/Personnel Violations"
"13649","0","11","Operation/Personnel Violations"
"13883","0","3","Use Of Force"
"14003","0","10","Operation/Personnel Violations"
"14151","0","12","Use Of Force"
"14162","0","6","Operation/Personnel Violations"
"14956","0","7","Operation/Personnel Violations"
"15020","0","1","Operation/Personnel Violations"
"15031","0","9","Use Of Force"
"15055","0","25","Illegal Search"
"15124","0","6","Conduct Unbecoming (Off-Duty)"
"15290","0","2","Use Of Force"
"15318","0","6","Use Of Force"
"15587","0","6","Operation/Personnel Violations"
"15593","0","2","Operation/Personnel Violations"
"15656","0","3","Use Of Force"
"15711","0","19","Illegal Search"
"15739","1","15","Operation/Personnel Violations"
"15834","0","9","Conduct Unbecoming (Off-Duty)"
"15840","0","20","Operation/Personnel Violations"
"15949","0","17","Operation/Personnel Violations"
"16122","0","13","Use Of Force"
"16162","0","6","False Arrest"
"16607","0","20","Operation/Personnel Violations"
"16636","0","12","Illegal Search"
"17001","0","5","Operation/Personnel Violations"
"17196","0","21","Operation/Personnel Violations"
"17203","0","1","Bribery / Official Corruption"
"18171","0","2","Operation/Personnel Violations"
"18384","0","33","Illegal Search"
"18530","0","10","Use Of Force"
"18647","0","4","Operation/Personnel Violations"
"18819","0","8","Operation/Personnel Violations"
"19005","0","15","Illegal Search"
"19209","0","17","Operation/Personnel Violations"
"19408","0","3","Operation/Personnel Violations"
"19590","0","27","Illegal Search"
"20146","0","1","Use Of Force"
"20483","0","12","Domestic"
"20748","0","2","Operation/Personnel Violations"
"20769","1","56","Use Of Force"
"20879","0","1","Supervisory Responsibilities"
"20971","0","25","Operation/Personnel Violations"
"21073","1","30","Use Of Force"
"21073","1","30","Use Of Force"
"21073","1","30","Use Of Force"
"21306","0","2","Lockup Procedures"
"21415","0","13","Illegal Search"
"22083","0","4","Operation/Personnel Violations"
"22278","0","9","Operation/Personnel Violations"
"22766","0","2","Use Of Force"
"22775","0","1","Conduct Unbecoming (Off-Duty)"
"23378","0","3","Use Of Force"
"23719","0","15","Traffic"
"23820","0","4","Operation/Personnel Violations"
"24086","0","3","Conduct Unbecoming (Off-Duty)"
"24280","0","8","Operation/Personnel Violations"
"24357","0","4","Illegal Search"
"24649","0","15","Operation/Personnel Violations"
"24697","0","21","Illegal Search"
"24854","0","3","Conduct Unbecoming (Off-Duty)"
"24986","0","3","Conduct Unbecoming (Off-Duty)"
"25133","0","1","Supervisory Responsibilities"
"25631","0","35","Use Of Force"
"25841","0","20","Operation/Personnel Violations"
"26093","0","6","Operation/Personnel Violations"
"26944","0","1","Operation/Personnel Violations"
"26973","0","3","Illegal Search"
"27039","0","1","Criminal Misconduct"
"27057","0","5","Operation/Personnel Violations"
"27227","0","14","Use Of Force"
"27314","0","3","Illegal Search"
"27478","0","2","Drug / Alcohol Abuse"
"27853","0","19","Use Of Force"
"28263","0","6","Operation/Personnel Violations"
"28572","0","8","Operation/Personnel Violations"
"28878","0","26","Illegal Search"
"29432","0","16","Illegal Search"
"29581","0","10","Illegal Search"
"29783","0","1","Operation/Personnel Violations"
"29815","0","8","Operation/Personnel Violations"
"29999","0","3","False Arrest"
"30355","0","2","Traffic"
"30464","0","21","Operation/Personnel Violations"
"30611","0","1","Supervisory Responsibilities"
"31048","0","9","Illegal Search"
"31129","0","8","Use Of Force"
"31189","0","4","Operation/Personnel Violations"
"31233","0","17","Illegal Search"
"31819","0","10","Use Of Force"
"32047","0","23","Operation/Personnel Violations"
"32326","0","13","Operation/Personnel Violations"
"35","0","2","Operation/Personnel Violations"
"560","1","10","Use Of Force"
"639","0","24","Operation/Personnel Violations"
"1080","0","5","Illegal Search"
"1248","0","12","Operation/Personnel Violations"
"1496","1","26","Illegal Search"
"1725","0","4","Use Of Force"
"2104","0","5","Operation/Personnel Violations"
"2433","0","29","Illegal Search"
"2591","0","3","Operation/Personnel Violations"
"2620","0","2","Lockup Procedures"
"2960","0","7","Operation/Personnel Violations"
"3014","0","8","Operation/Personnel Violations"
"3020","0","17","Operation/Personnel Violations"
"3710","0","3","Conduct Unbecoming (Off-Duty)"
"3767","0","25","Operation/Personnel Violations"
"4631","0","7","Operation/Personnel Violations"
"4704","0","1","Operation/Personnel Violations"
"4824","0","13","Use Of Force"
"4954","0","8","Operation/Personnel Violations"
"5066","0","13","Operation/Personnel Violations"
"5158","0","41","Use Of Force"
"5212","0","6","Operation/Personnel Violations"
"5762","0","3","Illegal Search"
"6207","0","12","False Arrest"
"7549","0","1","Operation/Personnel Violations"
"8348","0","18","Illegal Search"
"8598","0","5","Conduct Unbecoming (Off-Duty)"
"9475","0","1","Use Of Force"
"9511","0","2","Lockup Procedures"
"10254","0","18","Use Of Force"
"10300","0","10","Operation/Personnel Violations"
"10880","0","2","Use Of Force"
"11339","0","3","Use Of Force"
"11436","0","26","Use Of Force"
"12032","0","5","Operation/Personnel Violations"
"12226","0","2","Operation/Personnel Violations"
"12598","0","23","Use Of Force"
"13109","0","1","Operation/Personnel Violations"
"13590","0","9","Use Of Force"
"14406","0","14","Operation/Personnel Violations"
"14666","0","4","Conduct Unbecoming (Off-Duty)"
"14752","0","10","Operation/Personnel Violations"
"14899","0","8","Operation/Personnel Violations"
"14903","0","24","Operation/Personnel Violations"
"15528","0","3","Illegal Search"
"15596","0","3","Conduct Unbecoming (Off-Duty)"
"15597","0","3","Operation/Personnel Violations"
"15738","0","3","Conduct Unbecoming (Off-Duty)"
"16132","0","13","Operation/Personnel Violations"
"16267","0","10","Operation/Personnel Violations"
"16274","0","15","Operation/Personnel Violations"
"16608","0","42","Operation/Personnel Violations"
"17483","0","2","Operation/Personnel Violations"
"17517","0","13","Operation/Personnel Violations"
"18167","0","1","Operation/Personnel Violations"
"18184","0","5","Operation/Personnel Violations"
"18206","1","59","Illegal Search"
"18206","1","59","Illegal Search"
"18510","0","6","Operation/Personnel Violations"
"18655","0","10","Illegal Search"
"18656","0","2","Operation/Personnel Violations"
"18826","0","22","Illegal Search"
"19213","0","7","Operation/Personnel Violations"
"19509","0","7","Operation/Personnel Violations"
"19915","0","4","Operation/Personnel Violations"
"20320","0","7","Illegal Search"
"20515","0","1","Drug / Alcohol Abuse"
"20710","0","2","Operation/Personnel Violations"
"20744","0","1","Lockup Procedures"
"21011","0","1","Criminal Misconduct"
"21483","1","24","Conduct Unbecoming (Off-Duty)"
"21898","0","5","Operation/Personnel Violations"
"22035","0","4","Use Of Force"
"22512","0","12","Operation/Personnel Violations"
"22737","0","7","False Arrest"
"22838","0","13","Operation/Personnel Violations"
"23323","0","20","Operation/Personnel Violations"
"23608","0","6","Operation/Personnel Violations"
"23700","0","1","Illegal Search"
"24160","0","7","Operation/Personnel Violations"
"24163","1","23","Use Of Force"
"24337","0","10","Operation/Personnel Violations"
"24360","0","2","Operation/Personnel Violations"
"24449","0","4","Operation/Personnel Violations"
"24849","0","14","Operation/Personnel Violations"
"25163","1","7","Operation/Personnel Violations"
"25203","0","8","False Arrest"
"25403","0","10","Operation/Personnel Violations"
"25807","0","1","Operation/Personnel Violations"
"25948","0","3","Use Of Force"
"26095","0","12","Operation/Personnel Violations"
"26450","0","13","Operation/Personnel Violations"
"27103","0","11","Illegal Search"
"27193","0","13","Operation/Personnel Violations"
"27628","0","1","Traffic"
"27679","0","11","Operation/Personnel Violations"
"27719","0","22","Use Of Force"
"27732","0","9","Operation/Personnel Violations"
"27794","0","11","Use Of Force"
"27815","0","11","Operation/Personnel Violations"
"27893","0","39","Use Of Force"
"27935","0","61","Use Of Force"
"28087","0","4","Operation/Personnel Violations"
"28131","0","1","Operation/Personnel Violations"
"28159","0","4","Bribery / Official Corruption"
"28439","0","3","Conduct Unbecoming (Off-Duty)"
"28550","0","20","Operation/Personnel Violations"
"28633","0","2","Illegal Search"
"28804","0","3","Operation/Personnel Violations"
"28998","0","3","Operation/Personnel Violations"
"29155","1","11","Use Of Force"
"29214","0","11","Operation/Personnel Violations"
"30215","1","48","Use Of Force"
"30393","0","2","Operation/Personnel Violations"
"30401","0","38","Illegal Search"
"30647","0","1","Supervisory Responsibilities"
"31631","1","117","Use Of Force"
"32213","1","66","Illegal Search"
"32239","0","15","Operation/Personnel Violations"
"32348","0","20","Use Of Force"
"32427","1","25","Operation/Personnel Violations"
"1034","0","2","Operation/Personnel Violations"
